season,week,n_active,true_k,true_eliminated,pred_rank_eliminated,pred_pct_eliminated,rank_exact_match,pct_exact_match,diff_rank_vs_pct_elim,corr_rank_combined_vs_voteRank,corr_rank_combined_vs_judgeRank,bias_rank_vote_minus_judge,corr_pct_combined_vs_voteRank,corr_pct_combined_vs_judgeRank,bias_pct_vote_minus_judge
30,3,14,0,[],[],[],1,1,0,0.42320037076589,0.46786951943306615,-0.04466914866717614,0.9120879120879121,-0.25363411507576095,1.165722027163673
30,4,13,0,[],[],[],1,1,0,0.29235420406122253,0.3733709331614663,-0.08101672910024377,0.9780219780219779,-0.6648332780262692,1.642855256048247
30,5,11,0,[],[],[],1,1,0,0.29495906430837493,0.3707046299921275,-0.07574556568375257,0.9,-0.47792761091939734,1.3779276109193974
30,6,10,0,[],[],[],1,1,0,0.830867564110496,0.588061945092371,0.24280561901812503,0.9515151515151514,0.3654108983929805,0.586104253122171
30,7,9,0,[],[],[],1,1,0,0.5272012675161055,0.5342660976159226,-0.0070648300998170654,0.8666666666666667,-0.017025130615174973,0.8836917972818417
30,8,8,0,[],[],[],1,1,0,0.21957751641341997,0.625,-0.40542248358658006,0.9047619047619048,-0.26837252006084666,1.1731344248227513
30,9,6,0,[],[],[],1,1,0,0.5768179036829705,0.6468431588153823,-0.07002525513241187,1.0,-0.20291986247835694,1.202919862478357
31,2,15,0,[],[],[],1,1,0,0.6186057241040963,0.6227283020311019,-0.004122577927005544,0.7678571428571428,0.3600478175254619,0.4078093253316809
31,3,14,0,[],[],[],1,1,0,0.5221353944864123,0.6384876030144729,-0.11635220852806061,0.8021978021978022,0.19226812779822078,0.6099296743995815
31,4,13,0,[],[],[],1,1,0,0.4441417334532338,0.3598413855811065,0.08430034787212731,0.9175824175824175,-0.36391135324603524,1.2814937708284528
31,5,12,0,[],[],[],1,1,0,0.25720191538344517,0.3781969378779977,-0.12099502249455252,0.9300699300699302,-0.607021280536466,1.537091210606396
31,6,10,0,[],[],[],1,1,0,0.5627148132868065,0.2152588666459828,0.3474559466408237,0.9999999999999999,-0.6022390336078728,1.6022390336078727
31,7,9,0,[],[],[],1,1,0,0.5448041796855991,0.5536939661095436,-0.008889786423944446,0.9833333333333333,-0.2857243743174461,1.2690577076507794
31,8,8,0,[],[],[],1,1,0,0.33737388489831593,0.3780487804878049,-0.040674895589488946,0.8095238095238096,-0.277128548309331,1.0866523578331406
31,9,6,0,[],[],[],1,1,0,0.0,0.6666666666666665,-0.6666666666666665,0.942857142857143,-0.6767633692869747,1.6196205121441176
32,2,13,0,[],[],[],1,1,0,0.6648332780262692,0.5807889571537096,0.08404432087255964,0.8076923076923077,0.3800456511469449,0.4276466565453628
32,3,12,0,[],[],[],1,1,0,0.40991702578932726,0.48135674504676795,-0.07143971925744069,0.7972027972027973,-0.04569483547489869,0.842897632677696
32,4,11,0,[],[],[],1,1,0,0.6023386417319309,0.4871808107472589,0.11515783098467197,0.690909090909091,0.2857415935487382,0.40516749736035285
32,5,10,0,[],[],[],1,1,0,0.46921626483186957,0.35148254868563256,0.11773371614623701,0.9636363636363635,-0.47049924500615053,1.434135608642514
32,6,9,0,[],[],[],1,1,0,0.34050261230349943,0.3915780041490244,-0.05107539184552495,0.8166666666666667,-0.3,1.1166666666666667
32,7,8,0,[],[],[],1,1,0,0.08183170883849714,0.20705911139033728,-0.12522740255184014,0.9761904761904763,-0.879581914199181,1.8557723903896572
32,8,7,0,[],[],[],1,1,0,0.32732683535398865,0.32732683535398865,0.0,0.8928571428571429,-0.642857142857143,1.535714285714286
32,9,6,0,[],[],[],1,1,0,0.6087595874350709,0.5507824838698261,0.05797710356524477,0.8857142857142858,0.08571428571428573,0.8
32,10,5,0,[],[],[],1,1,0,0.22360679774997894,0.22360679774997894,0.0,0.9999999999999999,-0.8999999999999998,1.8999999999999997
33,8,5,0,[],[],[],1,1,0,0.15389675281277312,0.6315789473684211,-0.477682194555648,0.9999999999999999,-0.6668859288553503,1.6668859288553501
34,3,12,0,[],[],[],1,1,0,0.6000036934782409,0.6406059042909477,-0.04060221081270676,0.9020979020979022,0.1773228038553355,0.7247750982425667
34,4,11,0,[],[],[],1,1,0,0.4885895685256288,0.627123116801035,-0.13853354827540626,0.8454545454545455,0.18565533056306238,0.6597992148914831
34,5,10,0,[],[],[],1,1,0,0.4985205384662975,0.6677147432811873,-0.16919420481488978,0.9878787878787878,-0.23242568374889835,1.220304471627686
34,7,9,0,[],[],[],1,1,0,0.4435185266405332,0.47899159663865554,-0.03547306999812233,0.8166666666666667,-0.15062893357603013,0.9672956002426968
34,8,8,0,[],[],[],1,1,0,0.32732683535398854,0.08232319499226776,0.2450036403617208,0.9523809523809524,-0.8143858581010162,1.7667668104819687
34,9,7,0,[],[],[],1,1,0,0.5225437283634242,0.8414522910076115,-0.3189085626441873,0.9642857142857145,0.18531232916527532,0.7789733851204392
34,10,6,0,[],[],[],1,1,0,0.3946648814672956,0.5627748595326502,-0.16810997806535455,0.942857142857143,-0.20597146021777488,1.1488286030749177
